game,score,comment,type
stardew-valley,10,"El videojuego de granja en dos dimensiones definitivo. Personalmente destaco el sumo buen gusto y el inmenso cariño con el que está hecho; esas cualidades se plasman en el videojuego a tal punto que uno, por el mero hecho de jugarlo, puede conocer a grandes rasgos los pensamientos y la personalidad del autor. Paliativo perfecto, fuente inagotable de horas a pesar de no ser complejo o masivo. Cualquier nota menor a 9 es injusta, y cualquiera menor a 8 es descaradamente malintencionada.",user-reviews
stardew-valley,10,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,8,Very Cool                                                                                      ,user-reviews
stardew-valley,10,"KCD и **** Valley самые ламповые игры в которые я играл. Интересная история, классная система подбора к каждому персонажу индивидуального подхода, последствия. 10",user-reviews
stardew-valley,10,"You won't find a better farming game than this. The soundtrack is great, the characters are lovable, and everything just feels right.",user-reviews
stardew-valley,8,"Really scratches my harvest moon itch. I can't believe this game is developed by a single person. I really like the variety of produces, the wide range of activities. However, the graphics of the game leaves much to be desired.",user-reviews
stardew-valley,9,"A simple, relaxing, laid back farming game. A bit janky in multiplayer but it adds to the character. A game i come back to regularly. Thank you Concerned Ape for this amazing game",user-reviews
stardew-valley,9,"Wonderful game with beautiful history, graphics and music. I really liked almost all the game mechanics (except fishing, but there is a mod FishingMadeEasy75, where you can adjust the sensitivity). Very well prescribed characters and their stories. I highly recommend to play and plunge into this atmosphere. The main disadvantage is that after 1-2 gaming years it isn't interesting to play. Mechanics are the same, you have a lot of money, and you can do nothing with them. There are no new events either. It's a pity. It would be great to help develop Pelican Town by expanding the Pierre's shop, for example. Or buying a house for Penny.",user-reviews
stardew-valley,10,"Um jogo fenômenal. Amei este jogo por ser simples, belíssimo audiovisualmente, indie e um jogo feliz.",user-reviews
stardew-valley,9,"Solid, cute, and relaxing- but it requires a hefty time commitment and moves along at a snail pace. If you can get past that, I found this deeply rewarding as an experience to share with a friend. It's also extraordinarily beautiful, with excellent and consistent graphics and audio.",user-reviews
stardew-valley,9,this game never ends. you will never get board with this game cus there will always be some thing for you to do and one of the best developers ever who is passionate about his game. just go get the game already :D,user-reviews
stardew-valley,10,A really great game. For fans of Harvest Moon it's probably the best game ever!,user-reviews
stardew-valley,10,"I do not give '10' scores lightly. In fact, I can't really think of another game that deserves the best possible score. It is the penultimate Harvest Moon game. Before, we had harvest moon. Then came runefactory and the developer split that created Story of Seasons. While story of seasons held the bar as the best farming games this game came along and took the top spot. While some of the mechanics aren't as deep as Story of Seasons, it makes up for it in sheer amount of polished content. The game has heart and soul and it will pull you in to it's world. The bachlors/bachlorettes are all romanceable regardless of gender, something still not seen in mainstream games and a major step in the right direction.",user-reviews
stardew-valley,10,"One of my favorite games of all time. Get this game even if you don't like farming simulators as it is way more than just that,",user-reviews
stardew-valley,8,"This is such a good game, you're going to get addicted to it very quickly, for a good amount of time if you play it!",user-reviews
stardew-valley,1,"For most of my time in **** Valley I was sleeping. No, actually for most of the time I was in **** Valley I was watering my crops. I know I can get sprinklers but its just not worth it. The boring thing is talking to people, it's so boring, there should be an update that allows the player to hurt NPCs, also there should be multiplayer. **** Valley is a finished game with a lot of content missing.",user-reviews
stardew-valley,9,"The true revival of Harvest Moon, a charming game with placement, crafting and other systems similar to Minecraft. In it you must manage a farm, fish, battle with monsters and mine to grow your enterprise, attract the ladies and become a friend of everyone. It hangs a little bit too much on randomness but we must remember that most of the game was made by one person. Just one. Really detailed, with a good soundtrack, a really relaxing game. Even if the site says it doesn't have online multiplayer, it actually does now, it's a coop mode that can be used once a player builds a cabin to house another player, which is very cheap and then your friend will live there and share money. It's a experience to be sure.",user-reviews
stardew-valley,7,"Kind of a cute game i thout and spent there 80 hours,but then it turned to be wasting so much time that i gave up it for a little bit.Really love it but it gotta be released on phones or it is already released.I found playing it on PC boring.",user-reviews
stardew-valley,10,This game gave me more than 500 hours of beautiful farming. It's kind of second life on pixel farm in small town.,user-reviews
stardew-valley,7,"Игра в своем жанре очень хороша в своем жанре. Но она не для всех. Кому то зайдет а кому то нет. Мне просто не зашла. Наиграл не так много, и играл с другом в мультиплеере.",user-reviews
stardew-valley,10,Looking for stress-free game? **** Valley very suits you. Its very nice game to play like your own life if you dont have one.,user-reviews
stardew-valley,10,"A very atmospheric and ""chill"" game. Has a great story with many possibilities. Character progression is great and the skills are fun and varied. A must have if you are into games such as Harvest Moon and Animal Crossing.",user-reviews
stardew-valley,9,"First time on PC: I would just try it out a bit, I thought... Six hours later I had my first chickens... And even if played through the game on pc I bought it on my switch and did everything all over. Lovely colorful atmosphere with feel good vibes.",user-reviews
stardew-valley,10,"Jugue tantas veces este juego que no puedo bajarle ni un punto por que cumplió su objetivo, adictivo al mango, importantes aventuras paralelas, casi olvido que es un juego de ""granjear"" las cosas que hagas influyen en la historia de manera explicita. La música es de 10, inolvidable sus canciones, el juego funciona fluido, los gráficos no son de ultima generación pero bueno es un detalle menor por que todo lo que logra te va a encantar. Adictivo al mango, le bajaria 0.1 por los graficos pero no se puede. Probalo no te vas a arrepentir",user-reviews
stardew-valley,9,"I always play this game when I cannot fall asleep since it brings peace to me. This game does an excellent job in what it is trying to offer. If you wonder whether to buy this game all you need is to watch its advertisement and pay for it if you want the experience you saw it the ads (Ironically, do not apply this method for most other game ads.). Overall, it is a great game, and I enjoy it.",user-reviews
stardew-valley,8,"Great game for relaxing and chilling. It is fun to run your own little farm with animals and crops. The release of multiplayer revived the game for me, as I can now play it with my wife!",user-reviews
stardew-valley,9,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,10,I love this game with is simplistic gameplay it's a blast to the past for people who played undertale,user-reviews
stardew-valley,9,"I think startdews graphics are wonderful. The music is quite relaxing and this game, while challenging is fun and rewarding. You can unwind after a long day and just farm, or you can go into the mine, or raise animals or fish or anything there are many things to do in this game and it is absolutely excellent.",user-reviews
stardew-valley,7,"A fun and extremely charming game that’s great when you just want to relax and have a good time. It takes the concept of harvest moon and not only makes everything better but it also incorporates new ideas and gameplay mechanics in a brilliant way. Everything from the farming to the combat to the character interactions are great considering the type of game it’s trying to be. Though the game is not without its flaws. After playing it for a while things start to get repetitive and things like farming feels more like real lives chores instead of fun gameplay. The game also loses the sense of meaningful progression after a while and after that it loses traction in trying to push me forward in the game. Though these flaws are only based on my personal opinion and these feelings might not apply to everyone. Overall it’s just what I wanted from this kind of game and I loved playing it. Though it is not one of the most memorable games that I’ve played, it’s defiantly one of the most charming. If the game had clearer and bigger goals to accomplish it would have hooked me for a lot longer but the magic of the game wore of quicker than I would have hoped. But in the end it’s a good game and I would recommend it to everyone that want to play a charming and relaxing game.",user-reviews
stardew-valley,5,"The game starts off with a will from your dead grandpa, who has left you a property in the country that was dear to him. So that you can get away from your desk job (where you use a monitor larger than yourself) and get back to nature and enjoy the simple things in life. Once you arrive at the property you find it in a unkempt state, strange that place grandpa love so much was so run downed. And you begin rebuilding it by doing various tasks and jobs, while getting to know the towns people. The game tries to give off an atmosphere of relaxing and getting back to nature and the simple parts of life, but the mechanics make this a number cruncher were you're trying to maximize your efficacy with each in game day. The in game time moves so fast, that you'll always feel like you need to rush everything in order to get things done in time. To find out what you need to do, you need to go the bulletin board in town, which wastes time getting to and information like characters birthdays are not saved in your journal. So you have to go back to town to keep track of things, which gets repetitive. One of the most time consuming things is socializing with NPCs, so you can get gifts in the mail and progress their story. You increase your friendship with them by giving them gifts, you need to find them first, which can be a challenge as they move around following a schedule that you can only find out about through trail and error. Then you go through more trail and error trying to find out what gifts they like. And character interaction only gives you a single line that repeats until you increase your friendship. Your characters skill progression is really slow, and doesn't show progress to the next level. The skills feel like they should be split up as the foraging skill unlocks the lightning rod and magic totems, while the mining skill lets you transmute metals and unlock cooking recipes. Feels like there should be more skills magic, building, cooking Etc. The game only saves when you sleep, the menu only exits to the desktop and not the main menu, and the map is poorly detailed. The crafting menu is cluttered as it uses the in world sprites for the items. The game uses a grabs every item in range if you have inventory room system, that can be a pain to manage. Doing precise things can be a problem as you interact with items, which either relies on what direction you are facing or where the cursor is. Miss clicks can happen when you use items causing you to waste resources. The game always asks to confirm you eat something. The Fishing mini game is just poorly made and is not fun to play. Mining is can be annoying, as enemies will continue to respawn. A notable bug is, when multiple exit ladders can spawn in a single level but go to the same place. The torches are awkward to use. The art of the game ranges from ok to bad. This game has no focus, it tries to be a relaxing game with its tone and dialog, but its pacing and mechanics make you rush through stuff to avoid wasting resource and chances to progress. I would like to a more focused game from the developer.",user-reviews
stardew-valley,9,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,7,"I'm going to be frank here; I don't see where all the hype is for this game. I played and loved Harvest Moon on the GBA and NGC, and thoroughly played Animal Crossing, Minecraft and Terraria. Unfortunately, this game failed to meet the expectations I had after hearing all the hype that it was supposedly an amazing spiritual successor to Harvest Moon. The game is really slow and nothing much happens for long periods of time besides repetitive farming, and not out of volition but out of necessity in order to make the game gradually less grindy. The game doesn't really introduce anything new to the casual farming simulator formula, and I don't see how it is as good as people claim it is. How should I say it? It's like the game doesn't feel satisfying to play. It's as if I'm just pushing on in order to see what happens further on in the game, which isn't much. The only part that's kind of fun to play is the mining because of the battling and exploration, but if that's all I'm playing the game for, I might as well play Terraria instead. I've tried multiplayer as well as installing some mods, which significantly improved my gameplay experience, but I'm still struggling to justify playing the game further. If you want my advice, stick to Harvest Moon or Terraria. You'll enjoy (re)playing those instead of this.",user-reviews
stardew-valley,9,"The **** Farming Sim Out there! Hats off to Eric Barone, the sole creator of **** Valley for creating the **** Farming Simulator out there. For years I longed for a Harvest Moon game with same sex marriage. Year after year, I’d visit the Natsume booth at E3 and ask, “Can i bang a dude yet”? So thank you Mr Barone for letting me be my authentic true self in a farming simulator where also, I have no bills. There also has to be thanks given to Chucklefish for publishing this one-man game. If you don’t know about Eric Barone and the massive undertaking **** Valley took, there are tons of books (Like Blood, Sweat, and Pixels) and articles that include his story and I suggest reading them, but the majority of my review will focus on why I recommend **** Valley. Simple Art for the Simple Heart **** Valley uses simple 2D graphics and is coded in C++. Each sprite is easily recognizable: from the growable vegetables and fruits, to the lovable Pelican Town’s residents (Minus Hailey, not that she’s not recognizable, she’s just not lovable). **** Valley has almost no issue running on any device, which is great for gamers who don’t have tons of resources to build a state-of-the-art PC. In fact **** runs better on PCs better than Minecraft, which is probably why it’s a bestseller. Farm, Fish, Friend, Forage, Find, Forge, FUN If you played games like World of Warcraft and said to yourself “Golly gee I do wish this here fishing profession had a much more substantial role in the economic progression of gameplay” well look no further! In the valley, you’ll be able to get your fishing on, and make an actual impact on your virtual wallet. There are tons of other systems in the game; Farmers can go mining in the caves or even fight enemies with the Zelda-like combat system. You can even ferment wine! What’s really great, is that none of these mechanics are forced on you! If you want to play the game like your real life, you don’t HAVE to court someone into marriage (but like I mentioned, if you want to, you can get it on with a guy like Alex my dream daddy). To top off all these awesome systems, you can manage your farm easily al from a game controller (in my case, a Steam controller). It’s clear the game was designed with using a controller in mind. In fact, the game was designed to be a very customizable experience with both gameplay and hardwear reliance in mind. tl;dr GO BUY **** I like to keep my reviews short and simple with the busy millennial in mind who doesn’t have time to read a giant essay on why the game is good because they’re too preoccupied working their ass off to pay their school debt. Speaking of finances, did I mention **** Valley is only $15?! As I write this, multiplayer has entered into beta, which is highly anticipated. The new FREE patch will be implementing even MORE features, so yes. BUY THIS GAME Recommendations to developer Add a LGBT character that isn’t romanceable. Creating your own story is great, but adding a story that exists for all players is important for inclusion. Add more Horse customization.",user-reviews
stardew-valley,10,**** Valley is the best farm game ever made in the history of videogames,user-reviews
stardew-valley,9,8.5 Comparándolo con los juegos nuevos de HM es un excelente juego pero comparándolo con el primer HM o tale of two towns solo es bueno o los de PS2.,user-reviews
stardew-valley,10,This game is one which is difficult to ignore. Whenever i revisit my love for this game is reignited. There is so much to do and more is being added to the game in future updates. It doesn't require a lot to run the game ( i play it on a standard laptop) and the art style is great and the game runs smoothly.,user-reviews
stardew-valley,10,"I've barely done anything in this game but it's insanely fun! I hate 2d or pixelated games but this one is just amazing! It's very colorful and makes me be very glad I bought a decent monitor c: I really hate the saving though, you have to finish a night and sleep to save your game :( also walking over the map is soo annoying! but Oh well ! I love it! And you can't ever get that cute intro and game music out of your head! If only I could play this on my phone and my gamepad! (pretty please *stares with huge eyes tearing* Pleaaaaaseeee deeeeevsssss >.< I'd buy it even for more than the full price or better at the full price! Specially with shared save files :O that'd be more than amazing! I wish I had a Nintendo switch just for this)",user-reviews
stardew-valley,9,"Relaxing, addictive and, most importantly, fun, **** Valley breathes something extraordinary into a forgotten genre and beautifully brings it back to life.",user-reviews
stardew-valley,9,Brings both harvest moon and rune factory elements together without the warts this time; annoying aspects are removed and the enjoyable factors are enhanced. Farming is as good as it can get and many other aspects are amazing; but falls short in a few places such as the lackluster story and the combat gets abandoned pretty quickly. Still an all around enjoyable game for anyone interested in its genre.,user-reviews
stardew-valley,7,"This game has so much love and wisdom. The critics of a modern life are so true. The atmosphere is all about the beauty of a landlife in a village with being committed to other villagers and nature instead of a unnatural live in a city as an employer for a corporation. So, yes this game is about more than just farming simulation. In addition you can fish, explore dungeons, build up your farm, help to build up the village, making friends and even marry. Later on you start to think, what you will do in the day, because there is so much to do and the day time is restricted. Anyway, after few weeks the game becomes repetitive and you feel the need to grind. Another weakness is the bad overview of all the items. There are so many and you need to search, where you need an item you have found. It is not only that you need to look ingame, but also in wiki, to know what to do with it -> Fun killer. This all should be ingame and easier to manage. Graphics looks really too old and simple. The good thing is, it is looking sweet and fits to the whole atmosphere of the game: not modern graphic. Anyway it could be better.",user-reviews
stardew-valley,9,"**** Valley is not only a farm game were the player needs to take care of watering the crops, feeding animals and so forth, it gives you so much more! From befriending nearby villagers, dungeon crawling and house decorating, this game gives it all! One more thing I noticed is the price tag. It's so low for the amount of time you can spent in this game, it's absurd. It sold better then CoD on steam in 2016 which is not only funny, but also highly admirable!",user-reviews
stardew-valley,9,"Fun little game for people looking to sink a couple hours at a time. A light-hearted farming simulator that follows in the footsteps of Harvest Moon, with likeable characters, varied environments, secrets galore, intuitive mechanics, a solid soundtrack, and a warm art style. Definitely in my top 10 of all time.",user-reviews
stardew-valley,5,"This is an excercise in reuse of coding, with RNG as the main gameplay mechanic to fill in some (very limited) sense of unexpectedness. Most of the artifical game mechanics are hidden, forcing you to be yet another wiki-warrior, wading through countless pages of information that shows how little logic or balancing is in **** Valley. When you realize the lone developer designed this to allow you to easily maximize profits if you already know what you are doing, most of the crops can be skipped as they are only useful for in-game achievements which have not actual gameplay value except as the freemium gold star which is what this should be most famous for. Basically, **** Valley is a freemium-like game that pats you on the head repeatedly for doing very little, which seems to be exactly what many people apprectiate (or do not realize what is happening to them). When examined as a whole it does not really qualify as a game since there is no way to win, or to lose. Once you realize that, you can skip days at a time which quickly robs this of any meaning at all. If you have endless hours (50+) and OCD, then this piece of software is for you. If you actually want a game, a sim, or some combination thereof, look somewhere else (as of Jan. 2018).",user-reviews
stardew-valley,6,Hikaye = 7 Oynanış = 7 Grafikler = 5 Sesler = 5 Keyif = 6 Atmosfer = 6 Süre = 6,user-reviews
stardew-valley,9,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,10,"I was never a huge fan of Harvest Moon as a kid, so I ended up waiting a long time before picking up this game, despite all of the positive reviews. Boy, was I mistaken. I absolutely adore this game - it takes everything great about the Harvest Moon formula and improves on it. It also has such a huge variety of different things to do, items to collect, and quests to complete that it always feels like there's something to work towards. I basically played this game for a week straight before I was able to stop.",user-reviews
stardew-valley,7,2D farming sim that takes its inspiration from Harvest Moon. But improves on the formula and adds many new mechanics. There is such a huge selection of crops and things to do that you never feel like you have enough daylight. The dungeon combat is very shallow and fishing is a PITA at the start. There is just so much you can do but not a lot that you have to do. The missions are generic. Better missions would make this game a lot better.,user-reviews
stardew-valley,7,"Now, I do not want to hate on this game too much because while it's not my style of game, I can definitely. From playing it my problem was I got bored really fast. Now, I can see how others would enjoy this game, but I for sure do not have enough patience to fully enjoy it. It's slow paced but not necessarily in a bad way, just too slow for my personal licking. It's unique, and I liked the feel of owning a farm. One thing that I think is just bad is how repetitive it can get can be really irritating. But i recommend the game anyway, it's not terrible, for some it's a great game! I just didn't enjoy the slow pace, but for sure it's not a really bad game.",user-reviews
stardew-valley,10,"Increible juego indie con mucha profundidad yno se como describirlo... en una palabra es INCREIBLE. Sin duda me ha enganchado, una apariencia con gráficos pixel muy llamativa y bonita. Una historia larga y profunda que dictas tu, lo que tiene mucho mérito pr parte del creador. Lo he jugado una parte en ingles en pc, luego volví a empezar una nueva partida cuando lo traducieron, y sin duda lo compraré en switch cuando salga.",user-reviews
stardew-valley,10,"Better than Harvest Moon. Just because of how many things there are to do. And customization of the farm, and just everything. Tons of mods also.",user-reviews
stardew-valley,10,[SPOILER ALERT: This review contains spoilers.],user-reviews
stardew-valley,9,"This is the most adorable game I've ever played. You can create your own little character and tend to your farm, make friends, fight off monsters, complete tasks, and pretty much do whatever you like. I have put over a hundred hours into this game and I'm still not at a point that I could consider ' finished'. It is endless. I find the game so soothing, and I never really get bored with it. A really great PC game for people who just want to relax.",user-reviews
stardew-valley,10,An amazing farming game that makes you want to play more and more. Im usually not a big fan of farming games but I loved **** Valley! I'm also excited to see a switch port.,user-reviews
stardew-valley,10,"This game is fantastic, the sprites are amazing, the story is a look at many peoples lives that get tired of the captalism jungle that rule our life every day. The soundtrack is amazing, the gameplay is fantastic. Please support this game, it's being made by just one guy and deserves much more attention.",user-reviews
stardew-valley,9,A game that finally brings Harvest moon type of gameplay to the PC community. With the graphics and the presentation the game brings back nostalgia but in a great way. This game **** over 150 hours in the month of January alone. With the game having an immersive feeling and the characters around town you can get joy when you fix up the town hall and marry that cute awkward girl you may have had an eye on if you know who I mean. Its definitely worth the price tag even if its a game you play once a month or once a week to relieve stress. Trust me when I say this game as a college student has made me forget the dread of finals week more than once,user-reviews
stardew-valley,9,"One of my favorite games in 2016. This game alone is better than all the Harvest Moon games in my opinion. I still can't believe this game was made by one **** GUY!! For 15$, this game is amazing and definitely worth buying for those that love farming games.",user-reviews
stardew-valley,9,"**** Valley is the kind of game that you watch someone play and think to yourself, or if you're feeling rude you say to the person, ""How could you possibly waste your time on that!?"" Then after much prodding and pushing you decide to give it a ****...well...then you're preaching about the wonders of this game that only just a little bit ago you were criticising. Welcome to **** Valley. The thing about this game is that it's really fun. It has all the elements of Harvest Moon you may or may not have loved and then takes everything just a step further in terms of depth, farming...there's some RPG elements present that are light but very enjoyable. Also, runs perfectly on low spec machines. It's a prefect laptop game. Really, nothing I say is going to convince you to buy it a try it. Just do it. It's a lot of fun...even if on the surface you can't imagine how that's possible.",user-reviews
stardew-valley,10,"I have definitely played enough to tell this is a beautifully crafted, fun, addictive game that checks all kinds of boxes for nostalgia, entertainment, and one more turn (or day). It has a lot in common with Animal Crossing and Harvest Moon, and borrows small amounts from Terraria, Minecraft, and Don't Starve, but perfects the formula by taking exactly what it needs from those franchises and focuses on the farming, gathering, crafting, and relationship sim. This game will have INCREDIBLY long legs and be played by many people for many years. It has a vibrant community and a lot of depth and challenge for people wanting to do everything. Me, my wife, and my daughter all love this game!",user-reviews
stardew-valley,10,The best spiritual successor to Harvest Moon anyone could have wished for. The Music is top notch and it it even more surprising that everyone has been made by just a single man. ConcernedApe MVP,user-reviews
stardew-valley,10,"This game is amazing. And it was made by only one person. It is basically like Harvest Moon and Rune Factory combined but for PC. You farm, mine, fight monsters, and build improvements on your farm. There are lots of characters that offer unique quests and you can even get married. It's a very relaxing game, if you like RPG's or farming simulators you should give it a try.",user-reviews
stardew-valley,10,"What a cute & fun game :). I liked Harvest moon and **** Valley really kept me interested to keep playing because you can do much and accomplish much in this timed game. The down fall with timed games is many can limit what you can do in a day that may accomplish little. This was also a game with high replay value even though it's a long game. I'm 42; that said a great game for all ages where my daughter can play and complete. What made this just under perfect is the fact that some items in the museum are near impossible; that is less than 1% to find. If the makers made it more achievable, I would have given this game a 10 (9.5 for me)! A game well done! A pleasure to play an invest my free time!!!",user-reviews
stardew-valley,10,"Everything I wanted from a new Harvest Moon. And more. Get ready to spend lots of ""just five more minutes"" with this one. **** VALLEY GOTY 2016!!!!",user-reviews
stardew-valley,4,"It was promising, and I just get past the fact that the days are way too short and that I have to run back to my house to sleep every day. It really limits the flow of things. I prefer Animal Crossing much more.",user-reviews
stardew-valley,9,AMAZING GAME! Almost perfect and with the future patches i have no doubt this will become a 10/10. If you are a fan of the ol Harvest **** this game asap!,user-reviews
stardew-valley,10,"Did you enjoy harvest moon, but wish there was a game that fleshes everything in it out a bit more? Here it is. Don't let the retro graphics fool you, and don't be deterred by the fact that it's an ""Indy title"". This is a huge game with hundreds of hours of gameplay to offer, at least.",user-reviews
stardew-valley,5,"super friggin slow, like what do I do other than walk around and water plants? I dont want meaningless relationships with the npcs, feels like im wasting my time for something to happen and it never does",user-reviews
stardew-valley,8,"I just can't get bored playing this - it is rather addictive. You can play it how you like, its very charming and plenty to do. My only gripe is the social system, its rather grindy and I don't have the in-game time to chase down people to give gifts etc. A really helpful improvement would be to see where people are in real-time on the map. Other than that, a wonderful, charming game, very well made.",user-reviews
stardew-valley,9,"This game is addicting and pretty fun. It becomes boring after like 20 hours but I actually enjoyed my 20 hours so I can't complain. I never played Harvest Moon, and never wanted to.",user-reviews
stardew-valley,10,"No game is ever truly flawless, but it is very uncommon to come across a game as complete as **** Valley. I've already put 70 hours into the game and I still have plenty left to do. The simple fact is this game is fun, and has been fun the whole time I've been playing. I can't really say I've been bored once, and that's rare in video games these days when severe monotony hasn't set in even after 70 hours of gameplay. This game is an amazing accomplishment by one talented developer that provides hours of entertainment for only $15 dollars on Steam. I can honestly say this is probably the best $15 I've ever spent. I would highly recommend making the purchase.",user-reviews
stardew-valley,8,"There are mods made by players and programmers from chuckle-fish forums, the game is 2d experience, by pixels not like they going make 3d version of **** valley if they were that would surprise people. Anyway if my opinion matters or people take you seriously, there is good and evil element, intriguing, harvesting; via wild, types of wood, rock, mineral, fish, tide pool, and digging, farming element gets paired with crafting which is essential with also either choices of career elements which improve how you play. I did forget to mention yes marriage and babies. I like thank both Concerned Ape and Chuckle-fish they did a good job in making this successful story. They also have out Starbound",user-reviews
stardew-valley,10,"So they decided to create a Harvest Moon type game, so they added sugar, spice, and everything nice... but then the developers accidentally dropped in CHEMICAL X!!! Thus **** Valley Was Born!!! This game is AMAZING. I was dragged in immediately and never let go, couldn't put this game down. This is NOT just doing virtual work, there is so much to see and do in this little Valley. Get this game, you will be guaranteed hours of fun, challenging decisions, learned lessons, highly rewarding experiences, and a self learned strategy. Don't Wiki too much, although it will be tempting.",user-reviews
stardew-valley,10,"I was a big fan of Harvest Moon, but it had a few shortcomings, like the one that you had to be careful not to throw away item that you were holding, or when going to mine you had to start from first level every time (here we have elevator, for which we unlock next levels). In **** Valley, not only they are gone, but here we have a lot of improvements, like ability to move everything around (furniture in your house, items you place on field like sprinklers). I love the idea of sprinklers. Going to mine feels more like going on some adventure than just going for ores (a lot of different gems, bombs to destroy a lot of stones at once, creatures that you need to fight with your sword or even slingshot). This game also have a wonderful, peaceful atmosphere, I would say that even better that Harvest Moon had. The music is great - the one in mine is my favourite. There are also quests, like providing given vegetable of gem to somebody, which gives us money and makes relationship with that person better. I really love this game and I don't regret paying for it full price, even though some time before I bought it, there was a discount.",user-reviews
stardew-valley,7,Great game with great idea's but something is missing. there is no endgame and not really much content ( in Winter you cant do really much). But the first 20 hours of game play you are having a lot of fun and that makes it a great game.,user-reviews
stardew-valley,10,"I love this game. **** Valley has snuck its way into my top 10 favorite games list and is easily my favorite game of the first half of 2016. I had been interested in this game since launch, and I finally got my hands on it in the Steam Summer Sale. To my surprise, this little indie gem managed to far outreach my expectations. I can easily describe the feeling of playing this game with a single word: pleasant. In a medium where the are violent, bloody, action-packed games, this was a nice game where you could wind down and just have fun. That's not to say that they don't have a place in gaming, The Last of Us, Skyrim, and Uncharted 2 are some of my favorite games of all time. It's just that this was different and it was different in a good way. Anything you do in **** Valley is optional. Want to go mining to advance you skill with the sword and pickaxe? Well, you don't have too. Want to fish to gain friendship with the local sailor and deliver them to the townsfolk? You don't have to. This is a tranquil, peaceful, beautifully designed world where, if you wish, you can just sit on your porch and listen to the soft, atmospheric music. Luckily, the fact that nothing is really pushing you to do anything does not make mining, fishing, fighting, or questing any less enjoyable. The singular, lone developer has put in so much content and has created a world that **** you in as soon as you see the title screen. Almost everything I have to say about this game is positive except for one excusable, tiny thing. The only problem is that when you marry a townsperson, the dialogue is replaced with less interesting lines. I think that it shows how good a game is when the only real problem aside from random bugs and glitches (which really only do things like showing light a night when there are no fireflies). Overall, this game is nearly perfect, and an easy 99 out of 100 for me.",user-reviews
stardew-valley,10,"77 horas le he dedicado a este juego en 1 mes, para mi es mi INDIE del año y uno de los juegos del año. Divertidisimo, adictivo, puede parecer por afuera que es un juego de hacer una granja y listo pero tiene muchísimo contenido por adentro para seguir. Gráficos muy logrados para el estilo de juego, historia mediocre pero entretenida, para hacerlo 1 persona es increíble y encima lo siguen actualizando. Su precio lo vale un montón. La frase estrella de este juego es ""Un día mas y listo"" 10/10",user-reviews
stardew-valley,8,"**** Valley offers a change of pace in PC gaming. While I've never played Harvest Moon, I see this game has a cross between Animal Crossing and Don't Starve. A Farmville with actual gameplay if you will. By its slow-paced nature, **** Valley constantly seeks to teach the life lesson to take your time and not worry so much about what must be achieved. While the long-term goals may be present for you, you cannot achieve them all in one day or sitting - the game has no intention of you doing so. If you're tired of other games offering you the dopamine drip or are feeling a need to slow yourself down in general, I highly recommend **** Valley.",user-reviews
stardew-valley,9,"This game has a depth to it that I was not expecting when I first purchased it as a time-killer. **** Valley is a fantastic game that successfully brings back the nostalgia of the SNES-era Harvest Moon title while infusing it with new concepts and depth to bring it into the current era of gaming. The game is simple enough to learn and play and makes an excellent game for couples to play alongside each other as the game was easily picked up and played by my non-gamer girlfriend with minimal problems. The player starts as a farmer with basic tools and an overgrown farm in a small run-down house. From the beginning, the player is tasked with restoring the farm to its former glory, but how the player accomplishes this is up to them. They can clear land and plant crops to sell at a profit, build barns and coops to raise animals to sell their eggs and milk for a profit. They can fish. They can mine. They can adventure. **** Valley empowers the player to go at their own pace and do what interests them. There is no real ""correct"" way to play the game. There is a simple fun in experiencing milestones, whether that is leveling up a skill to earn a perk, upgrading a tool for increased inefficiency, or watching as the villagers become more friendly with you. Players can become friends with townsfolk, learn their backgrounds (Some of which are incredibly well-written emotional stories), and even date and marry the man/woman they desire. You can decorate your home. You can become a mainstay in the village by repairing the community center, and many other nuanced things. I found myself becoming invested in the little village and its characters and particularly enjoyed the routines of the villagers to be an interesting addition. (""Oh, oops, of course the store is closed on Tuesdays, she's over at the Fitness Group!"") The graphics are clean, and the music/sound effects are enjoyable to listen to. All of this is even more impressive when you consider that the entire game was made by a single individual. **** Valley is a fantastic game for folks who are looking for a different type of game - especially those who enjoy experiencing growth and progress. There's a great satisfaction from delivering a good harvest and spending your money. I really recommend this game - it was an absolute joy to play and holds a great charm.",user-reviews
stardew-valley,8,"Charming, but lacks the ability to keep me playing in the long term. Granted, I've put in about 60 hours at this point, which is more than a lot of games but I don't feel like there is anything left for me to get out of it. I think the true power of this game is its ""grindy"" addictive nature. It's like farmville on steroids without **** micro-transactions. It's not really a new or groundbreaking thing, but harvesting, mining, and fishing in this game somehow scratch this indescribable itch I never knew I had. A good game to be sure, and well worth the money, but I don't know if I will ever go back to it.",user-reviews
